CID	178	323	702	938	1493	1775	1935	1983	1986	2153	2157	2160	2244	2265	2313	2333	2477	2519	2554	2717	2725	2726	2727	2756	2764	2796	2801	2907	3016	3033	3114	3117	3121	3158	3325	3339	3372	3397	3440	3463	3488	3559	3658	3672	3696	3715	3748	3767	3869	3950	4044	4091	4098	4178	4260	4386	4449	4485	4495	4594	4680	4723	4746	4754	4763	4781	4927	4946	5039	5339	5355	5452	5472	5483	5505	5556	5576	5656	5694	5743	5852	5897	5921	5943	5953	5959	5991	6010	6046	6167	6197	6237	6758	6932	7577	7851	7858	7961	8370	9415	10438	11080	11831	12699	14052	14130	25674	28417	31703	36462	38853	39186	44093	47576	54454	54897	62857	64710	66380	119565	156391	157921	164877	174697	186907	441140	443953	444254	445354	445621	1548887	1549008	2733526	5271566	5280965	5281055	5284373	5284533	5388962	5447130	6604200	6914273	16129778	44567139	46931065	54675776	54677470	54690031	70691408	135398735	135398737
2717	0.14	0.38	0.07	0.4	0.33	0.53	0.41	0.44	0.2	0.19	0.36	0.51	0.36	0.17	0.35	0.3	0.31	0.21	0.52	1	0.53	0.56	0.61	0.18	0.41	0.41	0.58	0.2	0.6	0.51	0.47	0.17	0.19	0.42	0.2	0.41	0.5	0.51	0.44	0.36	0.53	0.56	0.63	0.44	0.51	0.4	0.44	0.44	0.43	0.24	0.43	0.09	0.41	0.39	0.4	0.44	0.43	0.42	0.37	0.37	0.36	0.45	0.25	0.42	0.55	0.51	0.5	0.38	0.41	0.37	0.5	0.49	0.7	0.26	0.6	0.42	0.22	0.45	0.49	0.23	0.2	0.51	0.14	0.01	0.34	0.47	0.34	0.25	0.17	0.39	0.27	0.32	0.3	0.36	0.47	0.08	0.12	0.35	0.34	0.29	0.23	0.46	0.43	0.12	0.17	0.4	0.23	0.32	0.3	0.28	0.4	0.48	0.29	0.41	0.27	0.47	0.42	0.3	0	0.26	0.35	0.19	0.49	0.42	0.31	0.33	0.21	0.27	0.28	0.15	0.48	0.54	0.41	0.17	0.27	0.41	0.34	0.29	0.49	0.3	0.31	0.35	0.28	0.4	0.29	0.38	0.4	0.45	0.41	0.3	0.5
2725	0.06	0.29	0.04	0.58	0.34	0.43	0.7	0.41	0.08	0.28	0.33	0.5	0.27	0.27	0.48	0.27	0.45	0.3	0.55	0.53	1	0.58	0.39	0.3	0.44	0.31	0.71	0.15	0.68	0.52	0.78	0.14	0.12	0.39	0.24	0.35	0.5	0.48	0.4	0.28	0.39	0.48	0.58	0.36	0.64	0.54	0.64	0.63	0.37	0.18	0.45	0.1	0.6	0.34	0.35	0.45	0.48	0.44	0.33	0.5	0.61	0.35	0.27	0.39	0.42	0.51	0.53	0.35	0.31	0.49	0.34	0.51	0.53	0.11	0.39	0.63	0.11	0.42	0.59	0.2	0.1	0.52	0.12	0.01	0.6	0.42	0.32	0.22	0.13	0.33	0.19	0.28	0.27	0.32	0.54	0.07	0.08	0.3	0.29	0.24	0.15	0.52	0.48	0.06	0.14	0.38	0.09	0.41	0.28	0.26	0.32	0.41	0.15	0.54	0.23	0.69	0.38	0.19	0	0.1	0.3	0.11	0.68	0.36	0.27	0.3	0.18	0.23	0.25	0.11	0.33	0.53	0.38	0.1	0.23	0.51	0.25	0.25	0.38	0.32	0.31	0.37	0.24	0.48	0.25	0.34	0.44	0.53	0.47	0.34	0.66
2726	0.07	0.27	0.04	0.38	0.39	0.38	0.53	0.46	0.09	0.18	0.29	0.45	0.24	0.24	0.37	0.22	0.28	0.19	0.55	0.56	0.58	1	0.51	0.23	0.43	0.33	0.71	0.16	0.59	0.51	0.48	0.18	0.09	0.35	0.23	0.31	0.7	0.46	0.42	0.25	0.41	0.44	0.54	0.3	0.64	0.38	0.43	0.41	0.34	0.2	0.43	0.1	0.53	0.31	0.3	0.44	0.53	0.39	0.39	0.37	0.41	0.3	0.24	0.44	0.38	0.55	0.85	0.33	0.36	0.38	0.35	0.8	0.62	0.14	0.42	0.49	0.11	0.37	0.48	0.17	0.12	0.49	0.13	0.01	0.4	0.4	0.28	0.18	0.14	0.28	0.15	0.24	0.25	0.27	0.51	0.08	0.09	0.34	0.33	0.21	0.15	0.5	0.44	0.07	0.15	0.42	0.15	0.29	0.25	0.24	0.28	0.5	0.17	0.4	0.19	0.45	0.36	0.19	0	0.17	0.26	0.12	0.6	0.32	0.23	0.25	0.15	0.24	0.21	0.12	0.37	0.5	0.35	0.11	0.2	0.37	0.24	0.21	0.35	0.29	0.28	0.3	0.22	0.4	0.24	0.31	0.36	0.47	0.46	0.3	0.64
2727	0.16	0.33	0.08	0.29	0.32	0.46	0.32	0.42	0.26	0.2	0.3	0.47	0.31	0.18	0.27	0.25	0.23	0.19	0.46	0.61	0.39	0.51	1	0.22	0.32	0.42	0.45	0.24	0.46	0.42	0.35	0.18	0.14	0.37	0.26	0.34	0.37	0.42	0.41	0.32	0.53	0.43	0.47	0.39	0.4	0.29	0.37	0.34	0.37	0.36	0.35	0.15	0.36	0.4	0.35	0.35	0.4	0.35	0.38	0.3	0.26	0.4	0.22	0.4	0.5	0.41	0.43	0.37	0.39	0.35	0.47	0.4	0.51	0.28	0.79	0.36	0.19	0.38	0.4	0.18	0.21	0.41	0.17	0.02	0.25	0.42	0.3	0.2	0.17	0.36	0.2	0.27	0.25	0.33	0.41	0.14	0.13	0.41	0.4	0.21	0.22	0.37	0.34	0.2	0.24	0.37	0.21	0.25	0.27	0.23	0.35	0.35	0.22	0.32	0.21	0.36	0.41	0.23	0	0.26	0.3	0.2	0.39	0.36	0.27	0.29	0.15	0.26	0.25	0.17	0.41	0.41	0.36	0.18	0.24	0.31	0.32	0.24	0.45	0.29	0.32	0.32	0.23	0.32	0.28	0.32	0.42	0.45	0.3	0.23	0.43
2756	0.11	0.07	0.05	0.23	0.11	0.19	0.27	0.18	0.27	0.6	0.11	0.16	0.07	0.58	0.21	0.07	0.41	0.54	0.21	0.18	0.3	0.23	0.22	1	0.18	0.08	0.19	0.16	0.21	0.15	0.3	0.19	0.09	0.13	0.52	0.07	0.21	0.18	0.16	0.08	0.16	0.11	0.15	0.09	0.2	0.19	0.3	0.27	0.14	0.23	0.16	0.23	0.46	0.14	0.11	0.16	0.23	0.15	0.15	0.42	0.23	0.15	0.2	0.17	0.17	0.19	0.26	0.15	0.25	0.27	0.18	0.24	0.2	0.23	0.23	0.33	0.15	0.13	0.36	0.08	0.18	0.19	0.15	0	0.22	0.16	0.08	0.09	0.13	0.13	0.13	0.08	0.07	0.08	0.17	0.14	0.07	0.08	0.06	0.15	0.11	0.16	0.13	0.13	0.25	0.17	0.24	0.17	0.1	0.07	0.11	0.2	0.2	0.3	0.08	0.37	0.15	0.24	0	0.26	0.07	0.13	0.23	0.11	0.07	0.07	0.11	0.16	0.1	0.13	0.13	0.14	0.12	0.1	0.13	0.33	0.21	0.09	0.2	0.15	0.2	0.19	0.06	0.31	0.2	0.12	0.37	0.37	0.18	0.15	0.28
2764	0.1	0.38	0.06	0.56	0.41	0.47	0.48	0.5	0.11	0.25	0.42	0.38	0.44	0.18	0.45	0.38	0.35	0.23	0.52	0.41	0.44	0.43	0.32	0.18	1	0.29	0.5	0.16	0.5	0.59	0.54	0.11	0.21	0.37	0.15	0.39	0.52	0.52	0.55	0.37	0.47	0.56	0.47	0.45	0.53	0.49	0.5	0.47	0.55	0.2	0.68	0.08	0.35	0.37	0.38	0.7	0.42	0.61	0.37	0.39	0.43	0.43	0.27	0.44	0.47	0.52	0.48	0.41	0.42	0.51	0.5	0.45	0.36	0.2	0.39	0.4	0.15	0.42	0.46	0.31	0.21	0.51	0.1	0	0.45	0.54	0.35	0.32	0.14	0.42	0.35	0.4	0.36	0.34	0.48	0.08	0.1	0.25	0.19	0.34	0.18	0.43	0.42	0.09	0.23	0.48	0.2	0.45	0.43	0.34	0.47	0.5	0.26	0.4	0.35	0.43	0.42	0.34	0	0.21	0.39	0.23	0.52	0.44	0.37	0.34	0.3	0.34	0.24	0.22	0.43	0.42	0.37	0.16	0.37	0.47	0.37	0.32	0.56	0.36	0.37	0.49	0.37	0.5	0.39	0.5	0.4	0.39	0.55	0.5	0.5
2796	0.09	0.68	0.1	0.33	0.42	0.34	0.25	0.47	0.09	0.1	0.49	0.35	0.63	0.07	0.45	0.47	0.15	0.11	0.32	0.41	0.31	0.33	0.42	0.08	0.29	1	0.35	0.13	0.36	0.42	0.27	0.07	0.21	0.59	0.1	0.74	0.27	0.33	0.45	0.67	0.49	0.46	0.43	0.49	0.3	0.43	0.27	0.26	0.41	0.14	0.38	0.04	0.22	0.6	0.61	0.39	0.51	0.38	0.48	0.32	0.39	0.51	0.1	0.58	0.36	0.34	0.28	0.54	0.44	0.31	0.44	0.26	0.35	0.14	0.34	0.27	0.2	0.56	0.31	0.27	0.16	0.32	0.07	0.01	0.36	0.38	0.45	0.26	0.13	0.48	0.18	0.5	0.49	0.59	0.32	0.04	0.16	0.38	0.36	0.33	0.25	0.3	0.3	0.06	0.13	0.55	0.15	0.3	0.45	0.47	0.5	0.47	0.16	0.43	0.33	0.27	0.57	0.17	0	0.15	0.58	0.21	0.3	0.53	0.55	0.59	0.21	0.26	0.29	0.18	0.4	0.31	0.59	0.3	0.33	0.39	0.22	0.32	0.4	0.42	0.38	0.38	0.49	0.24	0.23	0.4	0.3	0.31	0.29	0.34	0.31
2801	0.07	0.33	0.05	0.41	0.4	0.49	0.61	0.48	0.08	0.17	0.36	0.6	0.3	0.17	0.45	0.29	0.3	0.19	0.71	0.58	0.71	0.71	0.45	0.19	0.5	0.35	1	0.15	0.76	0.63	0.56	0.17	0.13	0.47	0.16	0.4	0.58	0.57	0.46	0.31	0.43	0.53	0.66	0.4	0.88	0.48	0.47	0.45	0.42	0.21	0.54	0.1	0.43	0.39	0.38	0.54	0.52	0.5	0.39	0.37	0.45	0.38	0.29	0.45	0.46	0.61	0.61	0.39	0.32	0.38	0.37	0.59	0.57	0.12	0.45	0.61	0.13	0.46	0.53	0.22	0.12	0.61	0.14	0.01	0.44	0.48	0.35	0.24	0.13	0.36	0.19	0.3	0.29	0.35	0.66	0.08	0.09	0.35	0.34	0.26	0.18	0.61	0.56	0.07	0.16	0.43	0.1	0.35	0.3	0.27	0.36	0.5	0.16	0.45	0.24	0.52	0.44	0.19	0	0.12	0.33	0.13	0.74	0.41	0.29	0.31	0.19	0.25	0.29	0.12	0.37	0.62	0.44	0.12	0.25	0.38	0.28	0.27	0.43	0.3	0.29	0.36	0.26	0.42	0.27	0.37	0.34	0.4	0.53	0.34	0.76
2907	0.28	0.09	0.2	0.14	0.11	0.15	0.12	0.15	0.2	0.18	0.13	0.15	0.08	0.13	0.12	0.07	0.16	0.16	0.15	0.2	0.15	0.16	0.24	0.16	0.16	0.13	0.15	1	0.16	0.17	0.15	0.29	0.17	0.15	0.16	0.11	0.16	0.16	0.15	0.1	0.16	0.18	0.22	0.11	0.14	0.09	0.18	0.16	0.17	0.42	0.14	0.23	0.12	0.18	0.15	0.14	0.16	0.14	0.13	0.12	0.12	0.16	0.32	0.16	0.18	0.14	0.15	0.18	0.14	0.12	0.16	0.14	0.16	0.34	0.2	0.11	0.25	0.16	0.15	0.11	0.29	0.14	0.34	0.06	0.12	0.23	0.08	0.11	0.46	0.15	0.26	0.07	0.08	0.1	0.14	0.28	0.19	0.08	0.1	0.18	0.16	0.09	0.1	0.24	0.44	0.16	0.3	0.1	0.13	0.08	0.13	0.12	0.22	0.13	0.14	0.14	0.2	0.25	0	0.28	0.09	0.32	0.12	0.15	0.08	0.09	0.2	0.25	0.17	0.32	0.09	0.14	0.15	0.2	0.2	0.13	0.26	0.14	0.2	0.11	0.12	0.11	0.08	0.13	0.21	0.13	0.11	0.14	0.15	0.11	0.17
3016	0.12	0.34	0.06	0.46	0.38	0.55	0.6	0.51	0.12	0.26	0.36	0.53	0.31	0.2	0.5	0.3	0.39	0.28	0.68	0.6	0.68	0.59	0.46	0.21	0.5	0.36	0.76	0.16	1	0.62	0.62	0.14	0.15	0.43	0.19	0.39	0.55	0.6	0.45	0.32	0.48	0.5	0.62	0.4	0.71	0.52	0.53	0.51	0.44	0.23	0.53	0.11	0.45	0.37	0.38	0.53	0.55	0.5	0.38	0.4	0.47	0.42	0.25	0.49	0.48	0.61	0.56	0.38	0.34	0.41	0.41	0.51	0.52	0.19	0.46	0.69	0.18	0.44	0.55	0.23	0.15	0.64	0.13	0.01	0.47	0.52	0.33	0.25	0.14	0.39	0.23	0.32	0.29	0.34	0.59	0.07	0.11	0.32	0.31	0.26	0.2	0.57	0.52	0.11	0.18	0.45	0.14	0.38	0.3	0.28	0.38	0.52	0.22	0.5	0.25	0.59	0.42	0.25	0	0.14	0.34	0.16	0.71	0.41	0.3	0.33	0.2	0.25	0.28	0.13	0.37	0.54	0.42	0.14	0.25	0.43	0.34	0.28	0.49	0.36	0.38	0.45	0.26	0.49	0.29	0.39	0.41	0.48	0.52	0.39	0.74
3033	0.12	0.41	0.07	0.51	0.45	0.56	0.53	0.6	0.12	0.18	0.39	0.42	0.44	0.15	0.49	0.37	0.29	0.18	0.64	0.51	0.52	0.51	0.42	0.15	0.59	0.42	0.63	0.17	0.62	1	0.54	0.09	0.24	0.4	0.17	0.48	0.49	0.59	0.56	0.43	0.5	0.59	0.54	0.56	0.59	0.57	0.48	0.46	0.51	0.21	0.75	0.06	0.34	0.4	0.39	0.77	0.46	0.6	0.42	0.38	0.43	0.5	0.23	0.54	0.51	0.58	0.46	0.43	0.37	0.5	0.44	0.44	0.47	0.2	0.41	0.49	0.15	0.45	0.57	0.29	0.21	0.61	0.09	0.02	0.44	0.58	0.38	0.32	0.11	0.38	0.32	0.4	0.35	0.39	0.58	0.08	0.12	0.3	0.32	0.32	0.19	0.53	0.5	0.08	0.19	0.55	0.2	0.39	0.38	0.36	0.52	0.52	0.23	0.46	0.35	0.5	0.45	0.27	0	0.2	0.47	0.21	0.55	0.47	0.37	0.37	0.26	0.31	0.26	0.2	0.49	0.45	0.4	0.16	0.35	0.46	0.32	0.35	0.53	0.37	0.36	0.44	0.37	0.46	0.3	0.44	0.39	0.44	0.51	0.41	0.58
3114	0.12	0.31	0.06	0.65	0.35	0.54	0.69	0.47	0.13	0.35	0.38	0.47	0.33	0.28	0.5	0.32	0.55	0.35	0.58	0.47	0.78	0.48	0.35	0.3	0.54	0.27	0.56	0.15	0.62	0.54	1	0.13	0.17	0.4	0.25	0.34	0.51	0.54	0.4	0.34	0.42	0.47	0.49	0.43	0.61	0.54	0.75	0.73	0.47	0.2	0.55	0.11	0.57	0.37	0.36	0.54	0.44	0.51	0.35	0.51	0.61	0.45	0.27	0.44	0.58	0.6	0.51	0.38	0.36	0.57	0.42	0.5	0.42	0.17	0.42	0.53	0.16	0.41	0.57	0.26	0.17	0.58	0.12	0	0.59	0.46	0.33	0.28	0.14	0.38	0.27	0.34	0.32	0.34	0.53	0.08	0.1	0.28	0.21	0.28	0.18	0.49	0.46	0.1	0.18	0.44	0.15	0.48	0.34	0.3	0.4	0.48	0.21	0.49	0.3	0.7	0.39	0.26	0	0.16	0.36	0.17	0.64	0.4	0.31	0.29	0.24	0.26	0.28	0.14	0.38	0.51	0.38	0.13	0.3	0.58	0.33	0.28	0.48	0.4	0.38	0.45	0.29	0.58	0.3	0.43	0.48	0.51	0.49	0.4	0.57
3117	0.25	0.06	0.17	0.09	0.07	0.11	0.1	0.11	0.24	0.12	0.12	0.21	0.06	0.11	0.09	0.05	0.14	0.13	0.13	0.17	0.14	0.18	0.18	0.19	0.11	0.07	0.17	0.29	0.14	0.09	0.13	1	0.19	0.15	0.19	0.06	0.15	0.12	0.09	0.07	0.11	0.13	0.15	0.1	0.19	0.07	0.12	0.11	0.12	0.26	0.09	0.35	0.16	0.12	0.14	0.09	0.11	0.11	0.1	0.09	0.09	0.1	0.29	0.1	0.12	0.13	0.2	0.12	0.14	0.09	0.13	0.19	0.17	0.31	0.2	0.11	0.26	0.15	0.1	0.08	0.28	0.11	0.54	0	0.1	0.11	0.07	0.1	0.36	0.11	0.17	0.05	0.05	0.08	0.12	0.29	0.11	0.08	0.04	0.17	0.18	0.13	0.09	0.23	0.38	0.1	0.26	0.09	0.07	0.05	0.09	0.12	0.28	0.09	0.1	0.1	0.13	0.2	0	0.29	0.06	0.22	0.16	0.13	0.05	0.05	0.17	0.16	0.15	0.16	0.1	0.19	0.15	0.16	0.12	0.1	0.21	0.09	0.15	0.07	0.08	0.08	0.05	0.1	0.15	0.11	0.12	0.11	0.12	0.08	0.14
3121	0.25	0.24	0.28	0.19	0.13	0.21	0.11	0.18	0.15	0.11	0.18	0.19	0.29	0.06	0.16	0.19	0.18	0.12	0.16	0.19	0.12	0.09	0.14	0.09	0.21	0.21	0.13	0.17	0.15	0.24	0.17	0.19	1	0.18	0.1	0.23	0.14	0.2	0.16	0.3	0.16	0.23	0.18	0.42	0.15	0.17	0.14	0.12	0.21	0.21	0.25	0.11	0.07	0.19	0.23	0.25	0.11	0.24	0.11	0.1	0.12	0.23	0.27	0.14	0.24	0.22	0.1	0.18	0.15	0.16	0.17	0.1	0.12	0.32	0.2	0.09	0.3	0.23	0.16	0.33	0.5	0.17	0.18	0	0.14	0.18	0.22	0.4	0.18	0.16	0.41	0.21	0.18	0.24	0.15	0.1	0.23	0.11	0.07	0.34	0.31	0.13	0.15	0.14	0.31	0.18	0.41	0.21	0.18	0.22	0.28	0.18	0.42	0.12	0.43	0.13	0.17	0.3	0	0.41	0.28	0.42	0.15	0.28	0.22	0.18	0.37	0.22	0.36	0.25	0.32	0.16	0.18	0.35	0.33	0.16	0.32	0.37	0.28	0.12	0.11	0.14	0.21	0.15	0.22	0.2	0.15	0.11	0.17	0.15	0.12
3158	0.1	0.7	0.09	0.35	0.42	0.44	0.36	0.47	0.09	0.12	0.68	0.65	0.62	0.1	0.5	0.56	0.21	0.13	0.44	0.42	0.39	0.35	0.37	0.13	0.37	0.59	0.47	0.15	0.43	0.4	0.4	0.15	0.18	1	0.12	0.61	0.41	0.37	0.44	0.68	0.54	0.54	0.5	0.51	0.51	0.46	0.32	0.32	0.56	0.16	0.46	0.09	0.28	0.78	0.79	0.44	0.51	0.45	0.51	0.4	0.55	0.54	0.26	0.57	0.45	0.4	0.38	0.78	0.47	0.38	0.55	0.36	0.4	0.14	0.45	0.34	0.17	0.81	0.32	0.33	0.15	0.45	0.13	0	0.5	0.44	0.58	0.33	0.17	0.63	0.25	0.61	0.58	0.72	0.45	0.08	0.15	0.35	0.26	0.35	0.22	0.44	0.43	0.08	0.19	0.54	0.12	0.4	0.55	0.54	0.53	0.57	0.17	0.46	0.37	0.31	0.79	0.24	0	0.13	0.66	0.17	0.48	0.62	0.6	0.53	0.27	0.33	0.37	0.18	0.48	0.55	0.85	0.22	0.36	0.47	0.29	0.32	0.5	0.41	0.39	0.47	0.51	0.31	0.29	0.54	0.38	0.29	0.45	0.43	0.38
3325	0.13	0.1	0.06	0.2	0.15	0.2	0.27	0.19	0.35	0.35	0.11	0.14	0.09	0.42	0.2	0.09	0.31	0.36	0.23	0.2	0.24	0.23	0.26	0.52	0.15	0.1	0.16	0.16	0.19	0.17	0.25	0.19	0.1	0.12	1	0.08	0.22	0.2	0.18	0.1	0.17	0.11	0.13	0.11	0.18	0.19	0.25	0.23	0.13	0.19	0.17	0.19	0.4	0.14	0.12	0.17	0.2	0.17	0.2	0.3	0.2	0.19	0.14	0.18	0.18	0.21	0.25	0.13	0.23	0.28	0.18	0.25	0.23	0.19	0.26	0.29	0.15	0.12	0.36	0.09	0.17	0.19	0.13	0	0.19	0.16	0.1	0.1	0.13	0.12	0.12	0.1	0.09	0.1	0.21	0.11	0.11	0.11	0.06	0.14	0.13	0.2	0.17	0.13	0.18	0.17	0.24	0.15	0.1	0.08	0.13	0.2	0.19	0.22	0.09	0.26	0.13	0.19	0	0.26	0.09	0.13	0.22	0.11	0.09	0.08	0.09	0.14	0.11	0.13	0.17	0.12	0.12	0.12	0.12	0.29	0.16	0.09	0.17	0.17	0.19	0.19	0.08	0.3	0.18	0.11	0.39	0.36	0.16	0.12	0.22
3339	0.07	0.66	0.07	0.36	0.35	0.4	0.28	0.39	0.07	0.09	0.66	0.4	0.7	0.06	0.46	0.62	0.19	0.1	0.33	0.41	0.35	0.31	0.34	0.07	0.39	0.74	0.4	0.11	0.39	0.48	0.34	0.06	0.23	0.61	0.08	1	0.3	0.31	0.53	0.65	0.58	0.62	0.47	0.54	0.34	0.55	0.3	0.29	0.56	0.12	0.48	0.03	0.2	0.57	0.6	0.48	0.47	0.47	0.43	0.33	0.44	0.54	0.15	0.47	0.41	0.36	0.26	0.57	0.44	0.39	0.51	0.26	0.35	0.11	0.33	0.3	0.16	0.6	0.32	0.41	0.14	0.34	0.06	0.01	0.39	0.39	0.5	0.36	0.1	0.54	0.27	0.67	0.67	0.57	0.35	0.03	0.12	0.29	0.28	0.36	0.22	0.32	0.33	0.05	0.11	0.48	0.13	0.4	0.6	0.57	0.55	0.56	0.15	0.47	0.43	0.33	0.62	0.23	0	0.13	0.66	0.19	0.34	0.61	0.64	0.72	0.3	0.27	0.31	0.16	0.47	0.36	0.64	0.27	0.41	0.47	0.25	0.41	0.44	0.42	0.39	0.47	0.64	0.31	0.26	0.5	0.32	0.29	0.33	0.46	0.33
3372	0.07	0.32	0.09	0.42	0.4	0.45	0.54	0.45	0.1	0.19	0.34	0.46	0.29	0.23	0.44	0.27	0.33	0.2	0.59	0.5	0.5	0.7	0.37	0.21	0.52	0.27	0.58	0.16	0.55	0.49	0.51	0.15	0.14	0.41	0.22	0.3	1	0.55	0.42	0.32	0.4	0.44	0.59	0.36	0.63	0.37	0.45	0.44	0.43	0.17	0.5	0.08	0.49	0.37	0.36	0.5	0.47	0.44	0.38	0.4	0.45	0.37	0.25	0.43	0.41	0.54	0.77	0.41	0.36	0.44	0.4	0.75	0.53	0.17	0.47	0.44	0.14	0.43	0.49	0.25	0.16	0.55	0.12	0	0.49	0.47	0.33	0.23	0.18	0.32	0.22	0.28	0.3	0.33	0.53	0.07	0.14	0.3	0.22	0.28	0.17	0.54	0.49	0.07	0.23	0.43	0.17	0.33	0.32	0.31	0.34	0.58	0.2	0.4	0.27	0.43	0.43	0.27	0	0.19	0.32	0.12	0.6	0.41	0.28	0.24	0.22	0.31	0.29	0.17	0.46	0.5	0.42	0.13	0.27	0.43	0.32	0.23	0.45	0.28	0.29	0.35	0.29	0.48	0.31	0.36	0.41	0.42	0.58	0.38	0.55
3397	0.16	0.37	0.07	0.43	0.5	0.57	0.54	0.61	0.16	0.23	0.32	0.44	0.35	0.22	0.43	0.29	0.31	0.23	0.71	0.51	0.48	0.46	0.42	0.18	0.52	0.33	0.57	0.16	0.6	0.59	0.54	0.12	0.2	0.37	0.2	0.31	0.55	1	0.42	0.36	0.4	0.4	0.46	0.44	0.63	0.41	0.53	0.5	0.44	0.25	0.61	0.09	0.37	0.4	0.37	0.61	0.41	0.65	0.5	0.36	0.39	0.47	0.24	0.58	0.55	0.66	0.5	0.38	0.41	0.4	0.43	0.47	0.41	0.21	0.51	0.44	0.18	0.41	0.52	0.25	0.18	0.72	0.14	0	0.4	0.61	0.33	0.25	0.15	0.39	0.28	0.31	0.29	0.35	0.62	0.09	0.12	0.35	0.25	0.27	0.23	0.58	0.64	0.13	0.2	0.55	0.16	0.38	0.3	0.27	0.43	0.47	0.22	0.37	0.26	0.42	0.44	0.24	0	0.17	0.35	0.18	0.59	0.37	0.31	0.28	0.18	0.26	0.28	0.16	0.39	0.48	0.36	0.17	0.27	0.4	0.35	0.25	0.49	0.42	0.42	0.47	0.27	0.43	0.3	0.38	0.38	0.38	0.48	0.36	0.54
3440	0.08	0.45	0.06	0.49	0.4	0.4	0.36	0.49	0.14	0.2	0.5	0.29	0.5	0.16	0.52	0.44	0.25	0.19	0.42	0.44	0.4	0.42	0.41	0.16	0.55	0.45	0.46	0.15	0.45	0.56	0.4	0.09	0.16	0.44	0.18	0.53	0.42	0.42	1	0.45	0.63	0.51	0.44	0.37	0.4	0.59	0.4	0.38	0.53	0.17	0.59	0.06	0.31	0.46	0.46	0.61	0.53	0.5	0.51	0.45	0.44	0.44	0.16	0.53	0.35	0.41	0.37	0.48	0.56	0.56	0.63	0.36	0.4	0.2	0.4	0.37	0.15	0.45	0.43	0.24	0.19	0.41	0.08	0.01	0.46	0.5	0.33	0.23	0.13	0.45	0.25	0.46	0.42	0.4	0.37	0.07	0.1	0.2	0.2	0.33	0.15	0.36	0.34	0.07	0.18	0.55	0.18	0.39	0.45	0.39	0.47	0.58	0.25	0.51	0.27	0.4	0.49	0.32	0	0.21	0.44	0.2	0.38	0.44	0.43	0.43	0.25	0.31	0.2	0.2	0.39	0.31	0.45	0.18	0.33	0.56	0.31	0.26	0.5	0.46	0.47	0.56	0.43	0.46	0.33	0.44	0.46	0.49	0.43	0.5	0.43
3463	0.09	0.77	0.11	0.38	0.42	0.39	0.28	0.48	0.08	0.09	0.6	0.4	0.77	0.06	0.46	0.59	0.2	0.1	0.35	0.36	0.28	0.25	0.32	0.08	0.37	0.67	0.31	0.1	0.32	0.43	0.34	0.07	0.3	0.68	0.1	0.65	0.32	0.36	0.45	1	0.48	0.47	0.39	0.64	0.34	0.46	0.29	0.28	0.53	0.12	0.46	0.04	0.22	0.69	0.75	0.47	0.42	0.47	0.46	0.34	0.44	0.54	0.13	0.55	0.44	0.37	0.27	0.64	0.44	0.38	0.52	0.26	0.31	0.15	0.39	0.24	0.15	0.65	0.3	0.39	0.2	0.35	0.07	0	0.45	0.41	0.59	0.38	0.12	0.55	0.27	0.64	0.61	0.79	0.36	0.04	0.17	0.35	0.26	0.39	0.24	0.33	0.34	0.06	0.15	0.57	0.17	0.4	0.57	0.61	0.62	0.51	0.19	0.39	0.48	0.26	0.62	0.23	0	0.18	0.75	0.2	0.34	0.61	0.66	0.57	0.29	0.31	0.38	0.19	0.52	0.37	0.65	0.28	0.41	0.45	0.28	0.37	0.5	0.41	0.38	0.44	0.62	0.29	0.26	0.51	0.35	0.26	0.38	0.44	0.28
3488	0.11	0.49	0.05	0.38	0.36	0.49	0.33	0.47	0.17	0.18	0.56	0.37	0.55	0.15	0.43	0.49	0.27	0.17	0.42	0.53	0.39	0.41	0.53	0.16	0.47	0.49	0.43	0.16	0.48	0.5	0.42	0.11	0.16	0.54	0.17	0.58	0.4	0.4	0.63	0.48	1	0.57	0.48	0.4	0.4	0.54	0.4	0.37	0.65	0.24	0.51	0.08	0.3	0.53	0.5	0.51	0.53	0.47	0.49	0.44	0.45	0.5	0.23	0.52	0.46	0.42	0.38	0.56	0.53	0.56	0.8	0.37	0.44	0.2	0.54	0.37	0.16	0.55	0.39	0.28	0.18	0.42	0.1	0.01	0.43	0.49	0.4	0.28	0.12	0.57	0.3	0.51	0.5	0.47	0.38	0.08	0.09	0.23	0.23	0.33	0.17	0.35	0.33	0.11	0.18	0.53	0.17	0.39	0.54	0.42	0.47	0.59	0.22	0.5	0.31	0.41	0.58	0.32	0	0.21	0.49	0.19	0.39	0.47	0.47	0.55	0.25	0.32	0.23	0.18	0.45	0.4	0.53	0.18	0.36	0.53	0.36	0.3	0.5	0.44	0.46	0.53	0.45	0.41	0.35	0.53	0.45	0.47	0.38	0.47	0.42
