CID,178,323,702,938,1493,1775,1935,1983,1986,2153,2157,2160,2244,2265,2313,2333,2477,2519,2554,2717,2725,2726,2727,2756,2764,2796,2801,2907,3016,3033,3114,3117,3121,3158,3325,3339,3372,3397,3440,3463,3488,3559,3658,3672,3696,3715,3748,3767,3869,3950,4044,4091,4098,4178,4260,4386,4449,4485,4495,4594,4680,4723,4746,4754,4763,4781,4927,4946,5039,5339,5355,5452,5472,5483,5505,5556,5576,5656,5694,5743,5852,5897,5921,5943,5953,5959,5991,6010,6046,6167,6197,6237,6758,6932,7577,7851,7858,7961,8370,9415,10438,11080,11831,12699,14052,14130,25674,28417,31703,36462,38853,39186,44093,47576,54454,54897,62857,64710,66380,119565,156391,157921,164877,174697,186907,441140,443953,444254,445354,445621,1548887,1549008,2733526,5271566,5280965,5281055,5284373,5284533,5388962,5447130,6604200,6914273,16129778,44567139,46931065,54675776,54677470,54690031,70691408,135398735,135398737
3397,16,37,7,43,50,57,54,61,16,23,32,44,35,22,43,29,31,23,71,51,48,46,42,18,52,33,57,16,60,59,54,12,20,37,20,31,55,100,42,36,40,40,46,44,63,41,53,50,44,25,61,9,37,40,37,61,41,65,50,36,39,47,24,58,55,66,50,38,41,40,43,47,41,21,51,44,18,41,52,25,18,72,14,0,40,61,33,25,15,39,28,31,29,35,62,9,12,35,25,27,23,58,64,13,20,55,16,38,30,27,43,47,22,37,26,42,44,24,0,17,35,18,59,37,31,28,18,26,28,16,39,48,36,17,27,40,35,25,49,42,42,47,27,43,30,38,38,38,48,36,54
3440,8,45,6,49,40,40,36,49,14,20,50,29,50,16,52,44,25,19,42,44,40,42,41,16,55,45,46,15,45,56,40,9,16,44,18,53,42,42,100,45,63,51,44,37,40,59,40,38,53,17,59,6,31,46,46,61,53,50,51,45,44,44,16,53,35,41,37,48,56,56,63,36,40,20,40,37,15,45,43,24,19,41,8,1,46,50,33,23,13,45,25,46,42,40,37,7,10,20,20,33,15,36,34,7,18,55,18,39,45,39,47,58,25,51,27,40,49,32,0,21,44,20,38,44,43,43,25,31,20,20,39,31,45,18,33,56,31,26,50,46,47,56,43,46,33,44,46,49,43,50,43
3463,9,77,11,38,42,39,28,48,8,9,60,40,77,6,46,59,20,10,35,36,28,25,32,8,37,67,31,10,32,43,34,7,30,68,10,65,32,36,45,100,48,47,39,64,34,46,29,28,53,12,46,4,22,69,75,47,42,47,46,34,44,54,13,55,44,37,27,64,44,38,52,26,31,15,39,24,15,65,30,39,20,35,7,0,45,41,59,38,12,55,27,64,61,79,36,4,17,35,26,39,24,33,34,6,15,57,17,40,57,61,62,51,19,39,48,26,62,23,0,18,75,20,34,61,66,57,29,31,38,19,52,37,65,28,41,45,28,37,50,41,38,44,62,29,26,51,35,26,38,44,28
3488,11,49,5,38,36,49,33,47,17,18,56,37,55,15,43,49,27,17,42,53,39,41,53,16,47,49,43,16,48,50,42,11,16,54,17,58,40,40,63,48,100,57,48,40,40,54,40,37,65,24,51,8,30,53,50,51,53,47,49,44,45,50,23,52,46,42,38,56,53,56,80,37,44,20,54,37,16,55,39,28,18,42,10,1,43,49,40,28,12,57,30,51,50,47,38,8,9,23,23,33,17,35,33,11,18,53,17,39,54,42,47,59,22,50,31,41,58,32,0,21,49,19,39,47,47,55,25,32,23,18,45,40,53,18,36,53,36,30,50,44,46,53,45,41,35,53,45,47,38,47,42
3559,9,48,7,50,38,50,38,45,10,15,55,53,53,11,40,50,29,16,42,56,48,44,43,11,56,46,53,18,50,59,47,13,23,54,11,62,44,40,51,47,57,100,62,58,46,52,41,41,61,20,60,7,29,46,49,60,45,48,35,32,42,54,29,39,53,44,39,50,41,45,50,37,49,17,43,38,18,61,39,41,19,43,12,1,42,50,49,42,16,47,34,53,48,49,42,7,14,32,31,38,23,40,40,8,19,42,17,48,51,43,53,45,24,42,40,44,55,30,0,17,52,21,45,58,44,49,32,35,33,20,54,50,53,19,39,43,36,45,53,37,36,43,46,38,33,57,40,39,46,41,46
3658,9,38,11,39,37,55,47,41,10,17,43,57,35,15,43,33,30,18,53,63,58,54,47,15,47,43,66,22,62,54,49,15,18,50,13,47,59,46,44,39,48,62,100,45,59,42,42,40,51,24,44,9,37,47,46,46,52,45,37,34,43,46,33,41,50,49,52,53,37,35,43,48,59,18,47,48,18,53,45,29,18,50,14,1,44,51,39,29,25,41,27,35,36,41,53,8,17,35,34,39,20,48,48,9,29,41,16,35,40,37,43,47,23,48,34,47,49,34,0,17,38,17,57,54,33,36,33,41,37,27,41,60,54,18,37,40,39,32,57,29,29,36,35,41,38,43,34,37,52,36,58
3672,11,57,12,42,39,55,35,44,10,11,47,56,63,7,36,48,23,12,43,44,36,30,39,9,45,49,40,11,40,56,43,10,42,51,11,54,36,44,37,64,40,58,45,100,44,40,36,35,50,14,57,5,25,51,56,56,30,54,33,26,34,58,21,39,60,47,32,45,34,36,42,31,37,18,48,30,17,56,37,44,26,46,9,0,35,43,56,50,11,40,34,52,46,59,48,5,19,46,33,37,30,43,45,7,17,42,22,43,44,49,62,42,25,29,56,33,46,25,0,23,68,23,44,60,52,44,31,28,44,17,69,48,50,26,42,36,34,49,59,31,28,37,45,34,27,48,36,26,42,34,33
3696,8,36,5,45,44,54,67,52,8,19,38,68,33,18,48,31,32,20,79,51,64,64,40,20,53,30,88,14,71,59,61,19,15,51,18,34,63,63,40,34,40,46,59,44,100,43,51,50,46,20,59,11,47,42,41,60,47,55,42,39,48,42,32,50,51,67,68,42,35,40,40,65,52,13,50,57,14,51,50,24,13,68,16,0,47,50,38,26,14,39,21,33,31,38,74,9,11,40,29,28,20,68,62,8,18,47,11,37,31,29,40,53,18,41,26,47,47,20,0,13,36,13,83,45,31,28,21,27,33,13,40,69,48,13,26,40,30,25,47,32,31,39,28,44,29,39,37,36,57,36,69
3715,7,43,5,55,40,41,51,50,10,25,53,32,48,23,63,49,34,27,43,40,54,38,29,19,49,43,48,9,52,57,54,7,17,46,19,55,37,41,59,46,54,52,42,40,43,100,47,46,50,13,56,5,37,40,46,56,53,51,42,56,66,43,15,53,37,46,34,46,43,57,51,34,37,13,29,49,15,50,50,29,14,44,6,0,65,45,40,28,8,47,26,52,46,45,37,3,9,20,20,31,15,39,37,5,12,54,12,46,45,44,47,55,22,60,30,57,44,27,0,13,51,16,44,43,45,47,23,25,22,15,38,36,45,17,30,61,26,30,45,45,44,54,45,57,30,47,42,49,47,55,45
3748,14,31,6,70,34,45,59,47,15,35,33,38,33,27,45,28,46,34,53,44,64,43,37,30,50,27,47,18,53,48,75,12,14,32,25,30,45,53,40,29,40,41,42,36,51,47,100,94,45,23,51,11,57,36,31,52,41,44,34,46,52,41,22,45,46,54,47,34,40,56,43,44,39,20,42,46,16,35,53,20,19,52,15,0,50,45,26,20,17,37,21,30,28,28,47,10,10,28,21,25,21,43,40,12,20,44,18,41,31,23,35,40,21,44,21,57,36,22,0,18,29,18,53,33,27,25,17,25,22,16,30,41,32,16,25,53,31,20,43,47,45,45,26,49,30,36,47,53,41,37,50
3767,13,32,6,73,35,45,59,45,15,33,33,37,32,25,45,27,46,32,53,44,63,41,34,27,47,26,45,16,51,46,73,11,12,32,23,29,44,50,38,28,37,41,40,35,50,46,94,100,41,19,49,10,56,32,30,51,40,42,32,45,51,41,18,43,45,52,44,30,38,54,40,42,39,17,39,45,15,34,51,18,16,50,14,0,48,42,25,19,17,33,19,29,27,27,46,9,11,30,22,22,20,43,39,12,15,42,14,41,28,22,33,39,18,43,20,56,33,18,0,14,28,16,52,32,26,25,15,21,20,13,29,40,31,15,21,52,27,19,39,49,45,44,26,45,26,34,45,51,39,36,47
3869,13,50,9,46,46,53,37,57,13,17,64,44,59,12,44,57,26,16,44,43,37,34,37,14,55,41,42,17,44,51,47,12,21,56,13,56,43,44,53,53,65,61,51,50,46,50,45,41,100,22,61,8,28,58,53,61,44,54,45,39,46,56,27,51,50,46,37,63,50,53,66,36,37,22,44,33,17,62,36,39,22,47,12,0,49,59,51,35,16,60,42,61,58,52,45,9,15,27,20,41,20,38,39,10,27,58,20,47,66,50,63,57,26,42,40,36,62,39,0,22,56,21,44,58,53,51,37,43,32,26,44,48,58,18,48,53,46,34,60,42,42,51,52,47,42,68,42,37,48,57,39
3950,25,11,11,13,15,28,15,22,28,23,13,20,11,17,15,8,23,21,26,24,18,20,36,23,20,14,21,42,23,21,20,26,21,16,19,12,17,25,17,12,24,20,24,14,20,13,23,19,22,100,18,23,16,20,16,18,25,20,17,16,13,20,42,21,28,24,20,20,23,16,22,18,18,36,35,18,27,19,20,13,28,22,34,3,13,30,10,15,34,22,30,9,9,11,20,23,11,11,11,21,16,14,17,43,41,20,29,15,14,9,17,17,31,17,14,20,22,31,0,31,10,31,19,16,9,11,22,27,16,30,12,19,16,16,21,17,34,17,28,18,23,23,9,17,30,18,18,19,16,14,22
4044,12,47,8,63,47,55,52,64,12,21,46,45,54,15,51,45,29,21,62,43,45,43,35,16,68,38,54,14,53,75,55,9,25,46,17,48,50,61,59,46,51,60,44,57,59,56,51,49,61,18,100,7,34,44,43,94,43,66,46,40,48,53,23,56,53,59,46,49,43,56,52,44,38,20,41,42,15,51,55,33,22,66,9,0,47,57,44,35,11,45,32,48,41,44,56,7,13,30,22,35,21,57,54,8,19,58,20,49,47,41,57,55,23,40,36,42,48,27,0,20,53,21,55,51,42,38,27,34,29,19,52,48,43,21,38,51,33,34,53,41,40,50,43,46,33,51,44,43,52,50,50
4091,22,3,11,7,5,11,9,8,25,21,7,13,4,16,7,3,15,19,12,9,10,10,15,23,8,4,10,23,11,6,11,35,11,9,19,3,8,9,6,4,8,7,9,5,11,5,11,10,8,23,7,100,14,9,9,7,11,8,7,10,6,13,20,8,13,8,11,9,12,9,9,10,9,21,15,12,21,9,11,5,20,9,35,0,7,8,4,6,23,8,12,3,3,4,10,23,6,5,2,10,12,8,6,38,26,7,18,6,5,3,7,7,15,9,6,10,10,13,0,18,4,19,14,9,3,3,11,11,8,13,4,11,9,10,9,10,16,5,11,8,9,8,2,8,13,8,12,11,7,6,16
4098,6,21,4,52,30,37,52,37,16,37,26,35,21,43,39,20,49,39,46,41,60,53,36,46,35,22,43,12,45,34,57,16,7,28,40,20,49,37,31,22,30,29,37,25,47,37,57,56,28,16,34,14,100,26,25,35,44,31,31,55,47,30,15,35,33,42,59,25,39,50,33,54,51,14,38,53,11,29,57,12,10,39,12,0,45,31,22,13,12,24,12,21,20,23,38,6,8,27,20,19,13,40,35,8,14,34,14,32,20,19,24,41,17,46,14,60,28,19,0,15,21,10,49,26,19,18,11,18,16,10,31,38,28,10,16,57,20,13,31,33,35,34,18,47,23,24,54,69,37,28,51
4178,13,71,10,34,44,42,35,50,11,12,61,50,64,10,46,51,18,11,41,39,34,31,40,14,37,60,39,18,37,40,37,12,19,78,14,57,37,40,46,69,53,46,47,51,42,40,36,32,58,20,44,9,26,100,74,45,48,46,55,39,47,58,25,61,44,37,34,74,50,36,58,33,36,16,48,30,16,69,31,29,21,42,12,0,46,48,52,29,18,60,26,55,54,70,47,12,16,37,27,35,23,39,39,9,24,58,19,37,56,48,57,51,17,42,34,28,76,26,0,20,60,21,41,58,58,50,25,37,37,26,41,46,79,23,41,45,32,29,53,43,40,47,47,32,30,49,37,29,40,40,36
4260,11,72,8,36,40,40,30,45,11,12,67,50,65,9,48,53,20,13,37,40,35,30,35,11,38,61,38,15,38,39,36,14,23,79,12,60,36,37,46,75,50,49,46,56,41,46,31,30,53,16,43,9,25,74,100,43,49,47,47,37,49,55,22,55,42,37,32,71,48,37,53,31,35,19,42,29,22,73,31,33,20,38,12,0,50,44,55,33,20,60,25,56,59,74,38,7,13,32,24,42,22,36,36,9,19,52,17,40,57,56,58,56,22,45,40,29,68,27,0,18,67,21,40,65,64,54,33,35,33,21,45,44,78,25,40,48,31,33,53,40,39,45,54,31,31,53,35,27,41,47,32
4386,12,49,7,65,50,56,53,66,12,22,46,42,55,15,53,45,30,21,65,44,45,44,35,16,70,39,54,14,53,77,54,9,25,44,17,48,50,61,61,47,51,60,46,56,60,56,52,51,61,18,94,7,35,45,43,100,44,66,47,41,46,54,23,58,52,61,47,47,44,56,53,45,40,20,42,42,15,50,52,31,22,62,9,0,47,58,42,33,11,43,32,48,41,44,58,8,14,31,23,35,21,53,51,8,19,60,21,48,45,39,58,55,24,41,35,42,49,26,0,20,50,21,55,51,42,37,26,34,29,20,49,45,43,21,38,51,34,32,53,43,42,50,44,46,33,49,45,43,51,47,51
4449,8,43,6,40,46,40,41,54,16,27,46,34,40,23,56,36,36,28,48,43,48,53,40,23,42,51,52,16,55,46,44,11,11,51,20,47,47,41,53,42,53,45,52,30,47,53,41,40,44,25,43,11,44,48,49,44,100,40,53,51,52,43,18,64,37,51,48,49,51,46,48,45,39,15,35,52,17,50,46,20,12,43,12,1,52,47,35,20,19,43,19,38,39,41,38,5,10,25,24,30,14,36,36,12,19,61,11,34,38,36,37,59,19,66,23,50,51,25,0,13,39,15,48,42,38,39,21,30,20,18,29,37,54,17,27,57,30,22,41,50,54,55,37,40,35,38,40,51,45,49,58
4485,12,45,7,46,50,53,47,51,13,17,45,44,47,17,46,40,29,17,55,42,44,39,35,15,61,38,50,14,50,60,51,11,24,45,17,47,44,65,50,47,47,48,45,54,55,51,44,42,54,20,66,8,31,46,47,66,40,100,53,38,45,53,25,52,52,55,42,45,46,43,49,40,36,18,43,39,15,49,46,34,20,56,12,0,45,61,39,35,15,49,36,42,43,43,57,7,12,30,22,40,21,51,58,11,19,51,18,48,43,41,53,53,23,39,40,39,47,31,0,20,48,24,52,53,47,42,30,34,30,21,46,46,44,25,44,46,34,34,57,45,44,57,40,45,37,49,37,35,50,45,46
4495,10,50,6,35,65,37,37,57,15,13,43,33,46,17,47,39,18,13,45,37,33,39,38,15,37,48,39,13,38,42,35,10,11,51,20,43,38,50,51,46,49,35,37,33,42,42,34,32,45,17,46,7,31,55,47,47,53,53,100,47,47,44,15,65,35,43,42,51,56,42,51,40,32,14,39,31,12,51,36,19,15,43,10,0,43,52,38,19,15,44,18,42,39,46,48,7,11,30,22,26,17,43,49,9,15,62,16,37,40,36,47,53,16,43,22,28,54,21,0,19,44,17,42,40,41,36,16,28,21,22,34,34,53,18,28,45,23,19,37,55,51,54,37,33,27,39,37,39,38,41,37
4594,6,35,4,48,37,35,47,45,17,38,39,28,33,43,56,34,41,35,40,37,50,37,30,42,39,32,37,12,40,38,51,9,10,40,30,33,40,36,45,34,44,32,34,26,39,56,46,45,39,16,40,10,55,39,37,41,51,38,47,100,63,36,17,49,32,37,40,42,45,58,46,37,36,13,34,47,11,42,55,17,11,38,8,0,60,38,31,17,11,39,18,35,33,35,35,6,7,19,14,24,12,34,32,7,15,48,13,37,33,31,34,49,17,62,19,58,43,25,0,16,34,12,41,32,33,31,15,25,18,15,31,32,40,11,23,67,23,17,35,39,42,47,30,55,27,35,55,58,43,44,46
4680,6,43,5,57,41,36,60,48,8,24,50,39,40,24,62,42,38,25,43,36,61,41,26,23,43,39,45,12,47,43,61,9,12,55,20,44,45,39,44,44,45,42,43,34,48,66,52,51,46,13,48,6,47,47,49,46,52,45,47,63,100,40,21,53,35,42,44,56,40,56,45,42,34,10,32,45,11,57,46,25,11,45,9,0,77,44,45,25,12,57,22,45,48,48,41,5,9,23,17,28,14,44,41,6,14,51,9,46,45,47,48,54,15,60,27,50,52,22,0,10,51,14,51,42,42,39,21,29,23,18,34,44,54,14,29,62,23,24,38,42,41,49,44,48,29,48,46,47,50,50,45
4723,15,54,8,42,42,59,39,49,18,18,52,45,54,12,46,45,29,18,48,45,35,30,40,15,43,51,38,16,42,50,45,10,23,54,19,54,37,47,44,54,50,54,46,58,42,43,41,41,56,20,53,13,30,58,55,54,43,53,44,36,40,100,20,52,61,47,32,51,45,40,54,31,38,18,48,34,25,57,38,35,20,47,11,0,40,53,44,34,18,50,35,48,46,52,48,8,16,36,26,40,24,44,42,12,18,51,17,39,47,43,58,54,22,42,39,38,57,32,0,18,55,24,44,62,49,46,28,33,33,23,48,43,56,23,41,48,37,35,59,45,42,48,43,38,34,49,42,34,41,40,38
4746,19,14,8,15,11,28,27,19,14,15,20,37,12,13,17,13,23,14,26,25,27,24,22,20,27,10,29,32,25,23,27,29,27,26,14,15,25,24,16,13,23,29,33,21,32,15,22,18,27,42,23,20,15,25,22,23,18,25,15,17,21,20,100,18,30,24,27,28,16,18,22,26,26,29,30,20,20,29,20,22,28,29,27,0,20,24,19,27,28,26,42,14,16,17,31,26,9,12,8,27,14,25,24,15,40,18,25,20,20,16,21,19,28,17,26,18,29,36,0,26,16,26,31,22,14,14,33,34,27,29,18,35,25,11,30,18,37,24,30,10,12,17,13,20,31,24,16,14,25,18,29
4754,16,56,9,44,60,46,43,85,15,21,48,36,52,16,55,42,26,21,56,42,39,44,40,17,44,58,45,16,49,54,44,10,14,57,18,47,43,58,53,55,52,39,41,39,50,53,45,43,51,21,56,8,35,61,55,58,64,52,65,49,53,52,18,100,44,57,47,57,55,45,56,44,34,20,41,36,18,57,41,21,15,58,11,0,52,55,40,21,16,54,26,45,42,52,50,8,14,33,25,31,21,44,43,10,21,91,16,35,42,39,50,61,20,53,26,35,62,24,0,16,48,20,48,43,46,40,18,33,25,22,33,39,57,24,31,53,31,21,46,55,54,53,40,39,32,43,39,43,45,44,43
4763,18,42,8,40,35,79,46,46,21,25,43,56,44,15,34,39,37,24,58,55,42,38,50,17,47,36,46,18,48,51,58,12,24,45,18,41,41,55,35,44,46,53,50,60,51,37,46,45,50,28,53,13,33,44,42,52,37,52,35,32,35,61,30,44,100,59,40,42,40,36,46,39,44,22,60,37,22,49,46,33,20,58,13,0,33,45,42,37,16,42,39,42,38,44,55,9,14,40,29,29,26,48,48,16,19,43,18,39,38,35,52,41,23,34,39,44,46,28,0,19,46,22,50,46,40,36,25,28,37,17,49,54,43,19,34,41,38,36,57,34,38,44,34,38,35,47,39,34,42,33,44
4781,14,36,8,46,45,63,53,60,17,26,39,49,36,19,49,34,37,27,69,51,51,55,41,19,52,34,61,14,61,58,60,13,22,40,21,36,54,66,41,37,42,44,49,47,67,46,54,52,46,24,59,8,42,37,37,61,51,55,43,37,42,47,24,57,59,100,58,37,39,41,45,55,44,19,46,48,22,43,47,28,18,68,15,0,40,48,36,31,16,37,29,37,34,35,61,6,13,37,27,32,23,55,55,12,18,56,16,41,32,32,41,52,28,41,30,50,40,27,0,17,38,19,65,42,35,31,22,25,29,14,44,52,39,18,29,43,37,30,52,41,40,44,30,45,32,42,38,39,50,38,52
4927,7,29,5,40,40,43,56,50,10,20,30,50,26,26,39,24,30,21,60,50,53,85,43,26,48,28,61,15,56,46,51,20,10,38,25,26,77,50,37,27,38,39,52,32,68,34,47,44,37,20,46,11,59,34,32,47,48,42,42,40,44,32,27,47,40,58,100,36,39,40,40,88,56,15,45,46,12,39,45,18,14,53,15,0,43,41,30,20,15,31,16,25,26,29,56,8,10,37,27,23,17,55,48,8,20,45,17,31,27,25,30,55,19,37,21,42,37,22,0,19,28,12,65,35,24,21,16,26,22,14,40,54,38,12,22,39,28,19,40,31,31,33,23,43,26,34,39,45,52,32,58
4946,11,62,10,35,41,42,36,49,11,13,64,51,57,12,53,53,20,12,40,38,35,33,37,15,41,54,39,18,38,43,38,12,18,78,13,57,41,38,48,64,56,50,53,45,42,46,34,30,63,20,49,9,25,74,71,47,49,45,51,42,56,51,28,57,42,37,36,100,47,40,56,34,35,20,44,31,16,71,35,34,20,44,12,0,55,51,56,32,18,65,29,57,56,66,41,10,15,30,22,41,18,42,39,9,28,59,18,40,64,57,56,53,20,47,37,29,76,33,0,19,65,18,41,60,54,49,32,45,33,28,45,51,74,19,44,48,38,30,54,38,38,46,53,39,38,57,39,31,45,50,37
5039,11,46,6,43,44,44,29,47,19,23,52,32,48,23,41,43,27,22,37,41,31,36,39,25,42,44,32,14,34,37,36,14,15,47,23,44,36,41,56,44,53,41,37,34,35,43,40,38,50,23,43,12,39,50,48,44,51,46,56,45,40,45,16,55,40,39,39,47,100,41,57,37,38,24,41,29,19,48,35,21,20,36,13,0,39,45,32,21,17,47,22,46,41,40,33,9,10,25,18,32,20,30,34,13,20,54,25,38,41,34,43,53,29,43,22,32,51,33,0,26,40,24,34,41,41,39,20,29,19,19,34,34,49,20,29,55,33,21,46,63,65,60,38,41,36,42,40,43,34,41,33
5339,7,38,4,61,42,38,48,50,16,29,43,30,47,28,52,41,43,29,44,37,49,38,35,27,51,31,38,12,41,50,57,9,16,38,28,39,44,40,56,38,56,45,35,36,40,57,56,54,53,16,56,9,50,36,37,56,46,43,42,58,56,40,18,45,36,41,40,40,41,100,54,39,34,16,40,45,11,40,55,25,17,41,8,0,57,43,35,24,11,39,24,43,39,36,37,6,9,20,15,28,14,38,34,8,14,47,16,44,44,36,45,50,19,55,28,53,39,24,0,19,39,15,42,40,38,35,22,27,19,16,39,33,37,14,30,67,27,23,39,43,44,49,40,49,30,47,59,62,40,51,45
5355,12,53,6,41,39,52,33,51,19,21,59,37,60,17,46,50,28,20,41,50,34,35,47,18,50,44,37,16,41,44,42,13,17,55,18,51,40,43,63,52,80,50,43,42,40,51,43,40,66,22,52,9,33,58,53,53,48,49,51,46,45,54,22,56,46,45,40,56,57,54,100,37,41,22,55,32,20,57,34,28,20,43,11,0,43,49,39,27,13,60,31,53,51,50,38,8,10,26,19,38,19,34,34,10,22,58,18,40,53,42,51,62,27,46,30,38,57,37,0,22,50,20,38,48,50,49,26,32,24,19,43,40,52,19,37,54,41,27,57,48,51,57,44,45,35,53,49,44,42,50,37
5452,7,28,4,38,39,40,54,46,10,18,29,47,25,25,38,23,30,20,57,49,51,80,40,24,45,26,59,14,51,44,50,19,10,36,25,26,75,47,36,26,37,37,48,31,65,34,44,42,36,18,44,10,54,33,31,45,45,40,40,37,42,31,26,44,39,55,88,34,37,39,37,100,54,15,43,43,11,38,45,18,13,51,14,0,43,40,29,19,14,30,16,25,27,28,53,8,9,34,25,22,15,52,46,7,16,42,17,30,27,25,29,52,19,35,20,40,36,21,0,19,27,11,62,33,24,21,17,27,22,13,39,51,36,11,22,38,25,18,37,29,28,31,23,42,26,33,37,42,51,30,55
5472,6,34,4,36,31,47,44,36,12,16,36,53,30,21,37,29,25,17,49,70,53,62,51,20,36,35,57,16,52,47,42,17,12,40,23,35,53,41,40,31,44,49,59,37,52,37,39,39,37,18,38,9,51,36,35,40,39,36,32,36,34,38,26,34,44,44,56,35,38,34,41,54,100,16,50,47,14,42,45,20,13,46,13,1,33,39,32,21,14,32,18,31,29,32,50,8,10,37,35,25,17,50,46,6,13,32,16,30,27,27,34,43,21,37,21,44,40,23,0,16,31,12,50,37,29,31,16,24,25,12,45,56,40,11,22,37,24,25,40,27,26,31,25,39,23,32,38,45,42,27,52
5483,38,12,21,17,11,22,10,23,29,24,15,16,14,14,14,9,18,22,16,26,11,14,28,23,20,14,12,34,19,20,17,31,32,14,19,11,17,21,20,15,20,17,18,18,13,13,20,17,22,36,20,21,14,16,19,20,15,18,14,13,10,18,29,20,22,19,15,20,24,16,22,15,16,100,28,9,49,16,20,14,62,20,31,0,12,23,10,16,33,19,32,10,8,10,11,26,18,7,4,27,21,10,9,29,50,21,63,12,14,11,20,21,63,13,19,13,17,40,0,56,14,43,12,21,11,8,26,27,16,29,19,14,15,26,24,21,40,15,34,13,17,16,10,21,28,18,18,19,13,15,13
5505,16,40,8,34,33,55,39,43,26,20,36,58,37,18,32,30,28,19,56,60,39,42,79,23,39,34,45,20,46,41,42,20,20,45,26,33,47,51,40,39,54,43,47,48,50,29,42,39,44,35,41,15,38,48,42,42,35,43,39,34,32,48,30,41,60,46,45,44,41,40,55,43,50,28,100,35,20,47,41,24,23,50,17,0,31,46,37,26,17,43,26,32,30,40,51,14,13,41,30,27,25,45,42,20,25,39,21,31,33,28,42,41,24,32,27,36,49,28,0,27,36,20,48,43,32,29,20,30,33,18,52,52,44,18,30,36,38,26,55,30,33,37,28,37,32,39,47,40,37,27,43
5556,5,26,3,41,31,44,59,37,16,31,30,42,24,32,48,26,42,34,55,42,63,49,36,33,40,27,61,11,69,49,53,11,9,34,29,30,44,44,37,24,37,38,48,30,57,49,46,45,33,18,42,12,53,30,29,42,52,39,31,47,45,34,20,36,37,48,46,31,29,45,32,43,47,9,35,100,11,35,61,18,9,47,11,1,45,38,28,19,10,28,15,27,25,27,48,6,7,26,26,21,13,49,43,7,12,34,8,33,25,23,29,39,14,56,19,65,33,17,0,8,28,10,58,31,25,27,14,19,21,9,29,46,34,9,19,45,22,21,36,32,34,41,21,45,23,30,43,49,45,35,68
5576,33,14,18,15,11,23,9,18,26,24,19,17,15,12,17,12,20,25,16,22,11,11,19,15,15,20,13,25,18,15,16,26,30,17,15,16,14,18,15,15,16,18,18,17,14,15,16,15,17,27,15,21,11,16,22,15,17,15,12,11,11,25,20,18,22,22,12,16,19,11,20,11,14,49,20,11,100,18,12,18,38,18,28,0,12,18,11,19,36,19,28,12,11,12,10,16,15,7,4,35,26,9,11,26,33,17,33,15,14,12,17,22,49,16,19,15,15,32,0,30,14,36,14,25,14,14,30,23,15,24,15,15,19,28,20,18,31,20,29,15,18,16,10,16,29,18,15,13,15,16,11
5656,10,64,10,41,48,46,37,54,10,12,64,58,60,10,51,56,23,13,44,45,42,37,38,13,42,56,46,16,44,45,41,15,23,81,12,60,43,41,45,65,55,61,53,56,51,50,35,34,62,19,51,9,29,69,73,50,50,49,51,42,57,57,29,57,49,43,39,71,48,40,57,38,42,16,47,35,18,100,34,36,18,45,13,0,55,49,65,38,16,62,30,60,55,74,46,8,16,35,26,42,22,43,44,9,22,58,16,46,55,54,62,58,23,45,40,32,78,28,0,17,70,20,50,64,58,53,32,37,38,22,49,55,80,21,40,49,35,36,53,41,40,47,51,35,33,59,39,32,50,44,39
5694,10,31,6,50,35,45,62,45,19,35,28,37,30,38,48,26,45,35,56,49,59,48,40,36,46,31,53,15,55,57,57,10,16,32,36,32,49,52,43,30,39,39,45,37,50,50,53,51,36,20,55,11,57,31,31,52,46,46,36,55,46,38,20,41,46,47,45,35,35,55,34,45,45,20,41,61,12,34,100,20,18,55,8,1,46,43,30,21,11,32,22,28,25,30,47,6,10,25,23,23,16,51,45,9,16,40,19,35,29,27,36,43,19,50,24,61,34,23,0,20,33,15,50,33,27,26,17,23,22,14,40,40,30,14,25,59,25,24,39,30,32,37,25,52,27,32,51,58,42,36,60
5743,10,31,14,21,20,31,20,23,9,11,38,30,36,6,23,37,22,12,22,23,20,17,18,8,31,27,22,11,23,29,26,8,33,33,9,41,25,25,24,39,28,41,29,44,24,29,20,18,39,13,33,5,12,29,33,31,20,34,19,17,25,35,22,21,33,28,18,34,21,25,28,18,20,14,24,18,18,36,20,100,19,31,8,0,25,28,51,81,11,32,42,40,44,37,24,4,20,18,12,42,31,24,29,6,18,25,17,47,43,42,35,29,21,21,64,20,31,31,0,18,43,20,25,42,40,38,39,34,44,22,43,30,31,26,45,26,37,75,36,19,18,25,36,26,36,44,23,17,35,34,19
5852,35,15,24,19,15,20,10,19,24,18,15,16,19,12,14,13,15,16,15,20,10,12,21,18,21,16,12,29,15,21,17,28,50,15,17,14,16,18,19,20,18,19,18,26,13,14,19,16,22,28,22,20,10,21,20,22,12,20,15,11,11,20,28,15,20,18,14,20,20,17,20,13,13,62,23,9,38,18,18,19,100,17,28,0,13,20,13,23,28,17,31,14,11,15,14,27,20,8,4,31,25,12,12,23,49,18,79,16,18,14,26,18,55,11,26,12,16,34,0,69,19,53,12,24,14,11,32,27,21,37,24,13,16,29,32,17,36,22,30,14,13,14,14,18,24,19,18,15,15,14,12
